uniqueID,date,construct,cell,protocol,sweep,velocity,kcant,dkcant,osm,Rs,Rscomp,Cm,seal,vhold,vstep,peaki,tpeaki,peakf,tpeakf,peakw,tpeakw,leak,offset,stdev,seal,delay,thresh,threshind,fthresh,wthresh
20190917-1-scan-80,20190917,mtraak,1,scan-80,5,40,0.82,0.05,332,8.8,20,33.44,-0.000885213,-0.170166549,-0.169366771,325.3796445,651,293.7447249,650.485,254.5789126,747.285,192.2323088,-1.906121936,4.252110894,-0.000885213,0.515,23.16667641,4391,97.04570169,92.82667026
20190918-1-scan-80,20190918,mtraak,1,scan-80,7,40,0.86,0.05,0,6.8,40,19.78,-0.003403248,-0.171265204,-0.170740528,2005.249228,651,663.4532094,650.285,791.7963918,747.885,50.32403858,-1.771605643,4.89757288,-0.003403248,0.715,26.25947004,3807,180.1841631,139.492061
20190918-2-scan-80,20190918,mtraak,2,scan-80,9,40,0.86,0.05,318,3.2,40,23.84,-0.000568285,-0.171964347,-0.171057741,624.8741437,651.16,395.6374412,649.805,534.8535858,744.645,302.6024518,-8.403233915,9.837494433,-0.000568285,-18.365,57.59070608,3663,91.29408232,75.18686258
20190918-3-scan-80,20190918,mtraak,3,scan-80,11,40,0.75,0.04,321,6.7,55,19.85,-0.013922715,-0.170154065,-0.169206916,761.3216792,645.36,132.8968701,645.005,213.2204831,748.405,12.22132821,-4.083793577,4.017872999,-0.013922715,0.355,24.17315857,4331,74.9404957,101.0938374
20191001-1-scan-80,20191001,mtraak,1,scan-80,6,40,1.03,0.06,316,4.08,0,30.07,-0.000504152,-0.178855905,-0.177192191,654.8961006,650.36,316.8146652,650.405,473.8033011,745.805,354.7659204,-6.523900841,12.04053321,-0.000504152,-0.045,66.72656691,3642,76.45197705,83.62343666
20191001-2-scan-80,20191001,mtraak,2,scan-80,6,40,1.03,0.06,318,4.9,0,27.8,-0.000646651,-0.180741095,-0.177816626,121.9240174,650.96,374.1810121,649.805,491.9519929,742.125,279.5033739,-25.50198408,7.014113631,-0.000646651,1.155,60.57255223,4720,298.1272616,324.5881783
20191002-2-scan-80,20191002,mtraak,2,scan-80,3,40,1.15,0.07,322,4.7,50,35.03,-0.000430169,-0.184910987,-0.183648849,676.9903426,650.64,416.6314162,649.805,476.7890913,749.805,429.8567154,-27.71407694,12.79950076,-0.000430169,0.835,91.71158072,4361,182.1410715,174.0254468
20191003-1-scan-80,20191003,mtraak,1,scan-80,4,40,1.09,0.07,314,3.5,55,25.92,-0.000889959,-0.178094338,-0.176790055,191.625006,650.64,475.3378543,649.805,704.2943833,746.005,200.1151066,-5.6249062,10.50575276,-0.000889959,0.835,58.15367001,4626,356.6243204,419.2839771
20191003-2-scan-80,20191003,mtraak,2,scan-80,3,40,1.09,0.07,319,7.1,50,25.6,-0.00050026,-0.174686013,-0.174267337,210.2956353,651.36,253.7118945,649.805,338.8321248,745.805,349.1902668,-30.17178123,8.458790468,-0.00050026,1.555,72.46573357,4660,188.6574746,209.0465982
20191003-3-scan-80,20191003,mtraak,3,scan-80,12,40,1.09,0.07,328,3.9,60,26.59,-0.000703328,-0.178643665,-0.176128154,65.00230846,902.96,633.4699694,650.205,593.5674397,746.125,253.9975446,-10.06674407,8.191959635,-0.000703328,252.755,51.02654225,11321,0.679876872,542.5408725
20191003-4-scan-80,20191003,mtraak,4,scan-80,8,40,1.09,0.07,319,6,50,27.11,-0.00050171,-0.181290422,-0.178296192,114.10102,917.84,301.4647618,650.165,409.7859029,746.045,361.3447732,-33.91497884,11.52577037,-0.00050171,267.675,91.54383071,11693,-1.086549044,285.8247357
20191016-1-scan-80,20191016,mtraak,1,scan-80,11,40,1.05,0.07,318,6.4,40,24.91,-0.000718481,-0.164286253,-0.164006621,379.6394958,652,240.6208879,650.445,208.1012898,749.805,228.6576946,-16.2967916,9.611369842,-0.000718481,1.555,64.35364081,4709,139.2432376,122.0557776
20191016-2-scan-80,20191016,mtraak,2,scan-80,7,40,1.05,0.07,318,6.9,50,23.09,-0.000530043,-0.164211345,-0.163744358,194.9923195,650.44,153.1967528,649.805,168.6565217,740.765,309.8074381,-1.100792048,10.12373635,-0.000530043,0.635,51.71947382,4691,99.552628,105.8947784
20191016-3-scan-80,20191016,mtraak,3,scan-80,13,40,1.05,0.07,318,3.6,45,30.49,-0.000249172,-0.165721994,-0.163824286,266.1976568,646.88,141.2587514,649.805,203.2526843,748.245,665.0913891,-32.23669114,12.47418045,-0.000249172,-2.925,94.60759338,4588,93.12111807,124.8240749
20191016-4-scan-80,20191016,mtraak,4,scan-80,15,40,1.05,0.07,318,6.4,40,26.34,-0.000447571,-0.159554549,-0.157500008,262.3069149,651.08,283.1235692,649.965,380.9258353,746.805,356.4899877,19.95750585,7.551263784,-0.000447571,1.115,57.71382477,4111,108.4908552,125.8070464
20191016-5-scan-80,20191016,mtraak,5,scan-80,7,40,1.05,0.07,323,3.3,50,27.87,-0.000954025,-0.158480865,-0.157822216,253.5587941,650.44,298.2682333,650.125,338.2805043,746.005,166.118138,-33.01777679,8.731160634,-0.000954025,0.315,76.67357996,4740,223.1905339,217.5152494
20191016-6-scan-80,20191016,mtraak,6,scan-80,9,40,1.05,0.07,321,5.4,60,18.86,-0.000819018,-0.163899227,-0.161513876,213.8102783,650.44,171.6248767,650.165,200.3864072,747.125,200.116781,-13.71120859,7.168400204,-0.000819018,0.275,49.55320961,4742,118.5616574,142.5532068
20191016-7-scan-80,20191016,mtraak,7,scan-80,10,40,1.05,0.07,321,9.9,30,26.34,-0.000771778,-0.154535698,-0.153248854,233.3182996,650.32,340.5651861,650.125,373.1917927,746.885,200.2332562,-17.08154883,6.72421712,-0.000771778,0.195,50.70263443,4611,212.1476984,192.7116063
20191211-1-scan-80,20191211,mtraak,1,scan-80,6,40,0.61,0.04,338,7.647,50,16.13,-0.000165632,-0.162388578,-0.16118917,411.7360124,658.24,108.3058428,649.805,101.5896784,740.245,980.4163806,17.07715346,21.40911888,-0.000165632,8.435,124.1227479,4528,53.77063991,42.49598835
20191213-3-scan-80,20191213,mtraak,3,scan-80,9,40,0.63,0.04,319,9.477,50,18.49,-0.00141566,-0.172176587,-0.171844529,207.8688257,655.96,680.6790301,650.845,399.6248974,747.805,121.6228582,2.957983782,5.605134685,-0.00141566,5.115,30.98365721,4638,465.4975596,208.4391447
20191213-4-scan-80,20191213,mtraak,4,scan-80,3,40,0.63,0.04,317,11.23,40,21.47,-0.000596571,-0.173387604,-0.170630628,271.9079529,653.92,122.6458255,650.205,126.1210269,749.725,290.6403883,-2.112290887,6.462697413,-0.000596571,3.715,34.42577795,4343,46.2578098,43.43597221
20190813-2-scan-80,20190813,mscl,2,scan-80,10,40,8.09,0.5,0,8,30,68.12,0.716230182,-80.02874026,-80.02737694,369.5018206,652.52,1054.410573,649.965,1477.6424,694.765,-111.7360623,0.949437065,6.815721277,0.716230182,2.555,35.02804345,4802,833.2680969,1153.627512
20190911-1-scan-80,20190911,mscl,1,scan-80,6,40,8.2,0.5,325,6.9,50,21.48,0.635784746,-80.00380965,-80.0029403,1248.005633,650.28,1732.544825,650.165,2078.600435,746.525,-125.8347423,-7.053394068,12.79926922,0.635784746,0.115,71.04974018,4450,987.2723574,876.2122293
20191009-1-scan-80,20191009,mscl,1,scan-80,6,40,6.16,0.5,304,4.7,55,27.14,1.414754718,-80.00608163,-80.00424401,26.69669838,468.96,476.0555992,649.965,640.5392203,741.965,-56.55120325,-1.171711984,5.112033895,1.414754718,-181.005,26.73188146,0,,
20191010-1-scan-80,20191010,mscl,1,scan-80,7,40,4.24,0.5,328,11.3,40,25.25,1.105077008,-80.00877819,-80.0070613,59.97058078,726.12,490.8218454,650.085,634.1456008,743.045,-72.40108842,-1.184786018,4.616787636,1.105077008,76.035,24.2687242,6862,299.4005841,633.783556
20191107-3-scan-80,20191107,mscl,3,scan-80,3,40,5.92,0.5,324,7.4,40,31,0.577264313,-80.00271101,-80.00185131,1203.189294,651.16,983.501599,650.245,799.6206498,703.445,-138.5893936,-1.571291258,12.8346823,0.577264313,0.915,65.74470274,4895,754.5455491,637.7682612
20191111-2-scan-80,20191111,mscl,2,scan-80,7,40,4.33,0.5,326,5.2,50,21.43,0.534407518,-79.99560754,-79.99287234,26.18029471,529.36,821.8912295,650.165,494.1694785,729.085,-149.6902734,-4.602299552,6.202809912,0.534407518,-120.805,35.61634911,0,,
20191119-3-scan-80,20191119,mscl,3,scan-80,7,40,5.79,0.34,323,13.5,40,19.57,0.164396107,-80.00301061,-80.00128186,680.1352741,650.72,451.5550586,650.205,502.4599048,745.405,-486.6478409,13.48306221,15.15427995,0.164396107,0.515,89.25446196,4738,270.7162561,354.8579837
20191119-7-scan-80,20191119,mscl,7,scan-80,12,40,7.01,0.41,329,5.549,55,31.53,2.395839036,-80.00736752,-80.00609723,25.10422547,568.84,802.5892088,649.965,757.378548,786.325,-33.3943,-0.540995486,4.558627108,2.395839036,-81.125,23.33413103,2970,46.53289207,56.18597596
20191119-8-scan-80,20191119,mscl,8,scan-80,13,40,7.01,0.41,329,10.27,40,28.08,0.893237924,-80.00693056,-80.00401923,111.1128799,650.76,1184.438821,650.245,760.7841563,699.965,-89.56956302,-6.621257317,7.423694199,0.893237924,0.515,43.73972831,4916,955.872773,592.463628
20191120-7-scan-80,20191120,mscl,7,scan-80,13,40,4.48,0.26,328,11.68,30,23.63,0.769753742,-80.0057821,-80.00432895,339.9269531,651.48,515.9781463,649.805,363.1857224,748.965,-103.9368537,9.41635497,10.03821136,0.769753742,1.675,59.60741178,4877,390.0820135,258.5517097
20191204-2-scan-80,20191204,mscl,2,scan-80,12,40,8.42,0.5,332,5.629,50,24.2,1.919919147,-80.01023894,-80.00907191,1276.980543,650.76,325.5101826,649.805,263.075847,746.885,-41.67375438,0.102060748,7.062094445,1.919919147,0.955,35.41253297,4770,207.7386343,165.1291675
20191204-5-scan-80,20191204,mscl,5,scan-80,10,40,8.42,0.5,347,5.595,50,21.98,1.474820455,-80.00927764,-80.00768077,31.5601563,651.08,760.8464522,650.245,576.7498542,736.085,-54.2501817,1.146904177,5.154564031,1.474820455,0.835,26.91972433,5025,697.6343607,554.5266855
20190122-1-scan-80,20190122,mscl,1,scan-80,10,40,9.52,0.57,336,6.331,50,25.55,0.505404059,-79.98282368,-79.98187764,556.9142728,651,782.0812411,649.965,809.252793,734.565,-158.2552064,7.315616634,15.67302893,0.505404059,1.035,85.68076131,4815,609.7410865,594.5530206
20190122-3-scan-80,20190122,mscl,3,scan-80,6,40,9.52,0.57,325,6.674,40,46.37,0.31696338,-80.00529526,-80.00312257,877.0597223,698.48,781.8869164,649.965,1061.137517,797.125,-252.4117937,20.7636075,13.65295485,0.31696338,48.515,89.02838176,4743,545.919711,700.4730641
20190816-1-scan-80,20190816,mp2,1,scan-80,14,40,0.82,0.05,320,11.6,30,27.59,0.473942456,-80.01298542,-80.01202161,166.5422779,649.8,308.2138147,650.045,406.7216673,740.525,-168.8242622,-4.550813007,6.807958054,0.473942456,-0.245,38.59060328,4652,222.6537333,253.8496179
20190816-2-scan-80,20190816,mp2,2,scan-80,4,40,0.82,0.05,330,5.5,55,24.42,1.288324406,-80.02010128,-80.01832806,1223.230846,650.92,210.0261838,649.605,170.637201,742.685,-62.11176388,4.34478494,4.520867972,1.288324406,1.315,26.9491248,4447,67.11493047,61.65247736
20190816-3-scan-80,20190816,mp2,3,scan-80,13,40,0.82,0.05,324,10.4,40,32.84,0.925525867,-80.01769184,-80.01869022,1096.513704,652.44,566.9383832,650.525,510.156238,748.445,-86.45646187,2.800247569,4.8442454,0.925525867,1.915,27.02147457,4189,179.8350077,135.2236002
20190816-4-scan-80,20190816,mp2,4,scan-80,11,40,0.82,0.05,0,5.1,60,32.17,1.109688228,-80.02409623,-80.02332579,372.3122658,652,370.3710325,650.405,299.7030618,747.085,-72.11403549,1.501107634,5.0682545,1.109688228,1.595,26.84238013,4789,274.0248046,194.2883424
20190826-2-scan-80,20190826,mp2,2,scan-80,9,40,0.85,0.05,321,5.4,60,19.26,2.525053405,-80.02228604,-80.02063833,122.6172834,649.72,136.9913453,650.125,154.7481392,736.485,-31.69132418,0.502312325,3.96581358,2.525053405,-0.405,20.33138022,4387,61.49548606,59.75454585
20190826-3-scan-80,20190826,mp2,3,scan-80,3,40,0.85,0.05,321,8.5,50,19.96,2.33604896,-80.02377162,-80.02163484,720.1624385,651,168.9317189,650.245,183.6611031,748.325,-34.25603358,-0.727796637,3.332235497,2.33604896,0.755,17.38897412,4435,73.16086261,84.73215372
20190903-1-scan-80,20190903,mp2,1,scan-80,13,40,0.9,0.06,319,8.7,60,22.34,1.649511901,-80.01056349,-80.00811534,1097.778025,651.8,216.9662558,650.285,224.0806334,746.765,-48.5055994,-2.191163996,4.763690826,1.649511901,1.515,26.00961812,4479,109.7175293,96.63549323
20190903-2-scan-80,20190903,mp2,2,scan-80,13,40,0.9,0.06,0,5.2,50,18.64,0.772604642,-80.00689313,-80.00619715,424.8069215,651.24,210.4432441,649.805,247.5021517,747.245,-103.5547662,2.52508922,5.923900682,0.772604642,1.435,32.14459263,4391,96.15748358,101.2166661
20190904-1-scan-80,20190904,mp2,1,scan-80,4,40,0.83,0.05,325,6,50,18.7,1.642731046,-80.00767962,-80.00613222,1609.754084,651.16,281.7783231,650.205,295.3936837,749.205,-48.70406498,0.291666421,3.634478047,1.642731046,0.955,18.46405666,4200,84.34429439,79.70419791
20190904-2-scan-80,20190904,mp2,2,scan-80,8,40,0.83,0.05,325,6.7,55,29.35,1.552841955,-80.01187435,-80.01000354,844.5763245,651.84,466.8947976,650.445,554.7092639,745.405,-51.52609002,1.0120758,4.050491627,1.552841955,1.395,21.26453393,3867,118.2632286,108.0711085
20190904-3-scan-80,20190904,mp2,3,scan-80,3,40,0.83,0.05,333,6.6,60,36.91,1.377599529,-80.0098145,-80.00850243,378.0348525,649.32,531.6811698,649.965,626.9758804,749.925,-58.07915351,-0.648932283,5.792783299,1.377599529,-0.645,29.61284878,3986,168.0821409,153.2281033
20190904-4-scan-80,20190904,mp2,4,scan-80,5,40,0.83,0.05,320,8.4,50,30.57,1.535989742,-80.01365955,-80.01166441,319.9605364,652.96,456.9715954,650.205,640.0807945,745.965,-52.09257414,-0.636661995,4.368581055,1.535989742,2.755,22.47956727,4315,250.4914891,267.3789401
20190904-5-scan-80,20190904,mp2,5,scan-80,7,40,0.83,0.05,319,9.3,50,24.91,2.038501941,-80.01076318,-80.00757583,535.7357186,650.04,425.126728,650.165,427.3584188,703.565,-39.24978512,-4.994353166,5.158999871,2.038501941,-0.125,30.78935252,4295,163.2440691,162.5381983
20190808-1-scan-80,20190808,mp1,1,scan-80,3,40,0.74,0.04,346,5.7,50,27.66,1.848637363,-80.01691792,-80.01472152,140.8360883,657.8,383.0153866,649.805,463.813563,749.205,-43.28426955,0.691018882,3.696340072,1.848637363,7.995,19.17271924,4731,310.4186422,286.8037566
